Table Name,State Code,District Code,Tehsil Code,Area Name,Total/ Rural/ Urban,Age-Group,Total - Persons,Total - Males,Total - Females,Illiterate - Persons,Illiterate - Males,Illiterate - Females,Literate - Persons,Literate - Males,Literate - Females,Educational Level - Literate without Educational Level Persons,Educational Level - Literate without Educational Level Males,Educational Level - Literate without Educational Level Females,Educational Level - Below Primary Persons,Educational Level - Below Primary Males,Educational Level - Below Primary Females,Educational Level - Primary Persons,Educational Level - Primary Males,Educational Level - Primary Females,Educational Level - Middle Persons,Educational Level - Middle Males,Educational Level - Middle Females,Educational Level - Matric/Secondary Persons,Educational Level - Matric/Secondary Males,Educational Level - Matric/Secondary Females,Educational Level - Higher Secondary/Intermediate Pre-University/Senior Secondary Persons,Educational Level - Higher Secondary/Intermediate Pre-University/Senior Secondary Males,Educational Level - Higher Secondary/Intermediate Pre-University/Senior Secondary Females,Educational Level - Non-technical Diploma or Certificate Not Equal to Degree Persons,Educational Level - Non-technical Diploma or Certificate Not Equal to Degree Males,Educational Level - Non-technical Diploma or Certificate Not Equal to Degree Females,Educational Level - Technical Diploma or Certificate Not Equal to Degree Persons,Educational Level - Technical Diploma or Certificate Not Equal to Degree Males,Educational Level - Technical Diploma or Certificate Not Equal to Degree Females,Educational Level - Graduate & Above Persons,Educational Level - Graduate & Above Males,Educational Level - Graduate & Above Females,Unclassified - Persons,Unclassified - Males,Unclassified - Females
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Total,17,14638,7689,6949,2515,933,1582,12123,6756,5367,119,64,55,522,305,217,2867,1644,1223,5536,3085,2451,3076,1656,1420,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Total,18,23943,12671,11272,5079,1943,3136,18864,10728,8136,263,128,135,886,534,352,4264,2443,1821,8241,4709,3532,3809,2168,1641,1396,742,654,0,0,0,5,4,1,0,0,0,0,0,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Total,19,11375,6172,5203,2306,850,1456,9069,5322,3747,127,55,72,433,291,142,1709,999,710,3697,2196,1501,1916,1103,813,1178,672,506,0,0,0,6,4,2,0,0,0,3,2,1
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Total,20-24,70512,37780,32732,19674,6766,12908,50838,31014,19824,1045,530,515,2365,1633,732,10738,6383,4355,20009,12375,7634,9746,5809,3937,5300,3269,2031,4,2,2,57,42,15,1569,968,601,5,3,2
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Total,25-29,62404,32552,29852,23554,7687,15867,38850,24865,13985,1142,561,581,1867,1177,690,9121,5247,3874,14508,9659,4849,7768,5183,2585,2590,1765,825,2,2,0,46,35,11,1801,1231,570,5,5,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Total,30-34,52008,26806,25202,24466,8253,16213,27542,18553,8989,1061,505,556,1649,1036,613,6839,3869,2970,9257,6600,2657,5775,4286,1489,1501,1143,358,3,2,1,46,42,4,1408,1068,340,3,2,1
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Total,35-39,50761,26112,24649,27663,9698,17965,23098,16414,6684,1205,607,598,1576,1095,481,6638,4057,2581,7281,5648,1633,4308,3346,962,885,681,204,3,2,1,40,37,3,1160,939,221,2,2,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Total,40-44,37092,20291,16801,21424,8073,13351,15668,12218,3450,907,461,446,1079,832,247,4274,2964,1310,5103,4340,763,3118,2604,514,420,354,66,4,4,0,27,24,3,735,634,101,1,1,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Total,45-49,31784,16545,15239,20075,7161,12914,11709,9384,2325,813,406,407,787,594,193,3217,2311,906,3571,3103,468,2431,2163,268,340,304,36,2,1,1,13,12,1,531,486,45,4,4,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Total,50-54,24314,13481,10833,16699,6962,9737,7615,6519,1096,664,352,312,624,523,101,2126,1767,359,2090,1914,176,1580,1461,119,208,198,10,1,0,1,5,5,0,315,297,18,2,2,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Total,55-59,18065,9119,8946,13572,5309,8263,4493,3810,683,533,266,267,455,388,67,1342,1142,200,1024,943,81,832,773,59,90,88,2,0,0,0,7,7,0,209,202,7,1,1,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Total,60-64,17606,9164,8442,14664,6678,7986,2942,2486,456,570,296,274,358,314,44,968,882,86,557,522,35,357,343,14,38,38,0,1,1,0,2,2,0,90,87,3,1,1,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Total,65-69,13292,6664,6628,11462,5204,6258,1830,1460,370,448,235,213,340,274,66,602,537,65,283,266,17,121,114,7,15,14,1,0,0,0,0,0,0,21,20,1,0,0,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Total,70-74,11308,6172,5136,9762,4983,4779,1546,1189,357,382,217,165,220,188,32,495,441,54,265,207,58,143,109,34,22,14,8,0,0,0,0,0,0,19,13,6,0,0,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Total,75-79,5570,2946,2624,4619,2248,2371,951,698,253,197,102,95,111,100,11,300,238,62,198,149,49,103,78,25,20,14,6,0,0,0,0,0,0,22,17,5,0,0,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Total,80+,7930,4182,3748,7093,3539,3554,837,643,194,257,150,107,154,120,34,242,211,31,117,101,16,43,40,3,20,19,1,0,0,0,0,0,0,4,2,2,0,0,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Total,Age not stated,2725,1504,1221,1831,945,886,894,559,335,310,182,128,158,93,65,144,95,49,150,94,56,85,56,29,29,23,6,0,0,0,0,0,0,18,16,2,0,0,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Rural,All ages,636016,331380,304636,329498,141404,188094,306518,189976,116542,9681,4896,4785,69351,40155,29196,91731,54213,37518,86069,56182,29887,35675,24482,11193,9267,6266,3001,8,5,3,118,102,16,4595,3657,938,23,18,5
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Rural,0-6,99245,52085,47160,99245,52085,47160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Rural,7,14818,7712,7106,6208,3037,3171,8610,4675,3935,199,103,96,8410,4572,3838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Rural,8,17956,9272,8684,5328,2409,2919,12628,6863,5765,187,93,94,12441,6770,5671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Rural,9,14252,7380,6872,3191,1337,1854,11061,6043,5018,117,69,48,10188,5593,4595,756,381,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Rural,10,19583,10283,9300,3798,1504,2294,15785,8779,7006,149,57,92,12086,6824,5262,3550,1898,1652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Rural,11,12573,6583,5990,2144,768,1376,10429,5815,4614,78,38,40,5260,2996,2264,5091,2781,2310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Rural,12,19697,10188,9509,3625,1325,2300,16072,8863,7209,142,64,78,4969,2798,2171,10159,5569,4590,801,432,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Rural,13,15395,7824,7571,2697,899,1798,12698,6925,5773,98,48,50,1951,1067,884,8927,4929,3998,1722,881,841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Rural,14,17429,8821,8608,3061,977,2084,14368,7844,6524,145,70,75,1371,754,617,8018,4433,3585,4834,2587,2247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Rural,15,16247,8071,8176,3106,1069,2037,13141,7002,6139,126,66,60,868,465,403,5329,2908,2421,6075,3220,2855,743,343,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Rural,16,17425,8748,8677,3304,1172,2132,14121,7576,6545,153,66,87,703,398,305,4303,2309,1994,6990,3744,3246,1971,1059,912,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Rural,17,11946,6279,5667,2221,810,1411,9725,5469,4256,95,49,46,433,253,180,2432,1397,1035,4549,2551,1998,2214,1218,996,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Rural,18,19845,10495,9350,4453,1677,2776,15392,8818,6574,219,103,116,734,454,280,3648,2061,1587,6876,3966,2910,2960,1710,1250,952,522,430,0,0,0,3,2,1,0,0,0,0,0,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Rural,19,9240,5031,4209,2014,731,1283,7226,4300,2926,111,48,63,358,242,116,1436,851,585,3042,1816,1226,1481,862,619,795,478,317,0,0,0,1,1,0,0,0,0,2,2,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Rural,20-24,57531,30721,26810,17094,5780,11314,40437,24941,15496,878,452,426,1981,1383,598,8993,5363,3630,16543,10339,6204,7532,4541,2991,3548,2215,1333,3,2,1,22,19,3,934,625,309,3,2,1
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Rural,25-29,50394,26193,24201,20116,6503,13613,30278,19690,10588,932,458,474,1524,978,546,7517,4387,3130,11687,7918,3769,5707,3855,1852,1748,1225,523,0,0,0,26,22,4,1133,843,290,4,4,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Rural,30-34,41541,21072,20469,20772,6954,13818,20769,14118,6651,863,420,443,1314,842,472,5483,3150,2333,7166,5195,1971,4076,3051,1025,989,759,230,3,2,1,25,21,4,848,676,172,2,2,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Rural,35-39,40451,20576,19875,23329,8186,15143,17122,12390,4732,977,487,490,1269,902,367,5184,3241,1943,5525,4370,1155,2932,2359,573,543,439,104,1,1,0,17,16,1,672,573,99,2,2,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Rural,40-44,30008,16151,13857,18268,6873,11395,11740,9278,2462,767,381,386,864,677,187,3383,2365,1018,3964,3435,529,2121,1841,280,236,211,25,0,0,0,14,12,2,390,355,35,1,1,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Rural,45-49,25845,13299,12546,17109,6163,10946,8736,7136,1600,674,332,342,645,508,137,2539,1850,689,2741,2477,264,1688,1551,137,188,175,13,1,0,1,4,3,1,254,238,16,2,2,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Rural,50-54,20047,11044,9003,14284,6036,8248,5763,5008,755,563,293,270,505,432,73,1714,1464,250,1602,1508,94,1093,1036,57,124,117,7,0,0,0,3,3,0,158,154,4,1,1,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Rural,55-59,15010,7538,7472,11604,4588,7016,3406,2950,456,429,218,211,376,332,44,1090,951,139,779,743,36,571,547,24,52,51,1,0,0,0,3,3,0,105,104,1,1,1,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Rural,60-64,14843,7755,7088,12577,5829,6748,2266,1926,340,463,240,223,296,265,31,775,715,60,408,388,20,253,249,4,21,21,0,0,0,0,0,0,0,50,48,2,0,0,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Rural,65-69,11222,5633,5589,9805,4493,5312,1417,1140,277,378,202,176,276,227,49,465,425,40,202,195,7,77,73,4,5,4,1,0,0,0,0,0,0,14,14,0,0,0,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Rural,70-74,9603,5257,4346,8401,4332,4069,1202,925,277,313,183,130,176,154,22,395,354,41,201,152,49,95,71,24,15,8,7,0,0,0,0,0,0,7,3,4,0,0,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Rural,75-79,4787,2524,2263,4026,1966,2060,761,558,203,175,91,84,92,87,5,235,186,49,155,117,38,76,57,19,13,9,4,0,0,0,0,0,0,15,11,4,0,0,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Rural,80+,6878,3639,3239,6215,3124,3091,663,515,148,215,131,84,128,101,27,186,166,20,89,75,14,28,27,1,15,14,1,0,0,0,0,0,0,2,1,1,0,0,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Rural,Age not stated,2205,1206,999,1503,777,726,702,429,273,235,134,101,133,81,52,123,79,44,118,73,45,57,32,25,23,18,5,0,0,0,0,0,0,13,12,1,0,0,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Urban,All ages,134139,71876,62263,55139,24173,30966,79000,47703,31297,1990,1017,973,14706,8268,6438,19977,11304,8673,20868,12919,7949,13209,8672,4537,4785,3072,1713,12,9,3,136,112,24,3307,2323,984,10,7,3
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Urban,0-6,17795,9532,8263,17795,9532,8263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Urban,7,2974,1571,1403,1012,521,491,1962,1050,912,30,16,14,1932,1034,898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Urban,8,3331,1734,1597,719,332,387,2612,1402,1210,30,16,14,2582,1386,1196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Urban,9,2762,1524,1238,416,193,223,2346,1331,1015,18,9,9,2160,1221,939,168,101,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Urban,10,3863,2052,1811,530,255,275,3333,1797,1536,26,11,15,2544,1380,1164,763,406,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Urban,11,2587,1375,1212,242,124,118,2345,1251,1094,13,8,5,1138,641,497,1194,602,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Urban,12,3869,2027,1842,426,205,221,3443,1822,1621,29,17,12,969,529,440,2249,1177,1072,196,99,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Urban,13,3093,1570,1523,262,113,149,2831,1457,1374,18,9,9,384,211,173,1922,1004,918,507,233,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Urban,14,3282,1683,1599,328,133,195,2954,1550,1404,17,9,8,235,132,103,1539,822,717,1163,587,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Urban,15,3296,1685,1611,383,185,198,2913,1500,1413,21,9,12,159,86,73,1070,562,508,1376,703,673,287,140,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Urban,16,3356,1686,1670,359,170,189,2997,1516,1481,32,18,14,123,69,54,784,405,379,1386,704,682,672,320,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Urban,17,2692,1410,1282,294,123,171,2398,1287,1111,24,15,9,89,52,37,435,247,188,987,534,453,862,438,424,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Urban,18,4098,2176,1922,626,266,360,3472,1910,1562,44,25,19,152,80,72,616,382,234,1365,743,622,849,458,391,444,220,224,0,0,0,2,2,0,0,0,0,0,0,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Urban,19,2135,1141,994,292,119,173,1843,1022,821,16,7,9,75,49,26,273,148,125,655,380,275,435,241,194,383,194,189,0,0,0,5,3,2,0,0,0,1,0,1
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Urban,20-24,12981,7059,5922,2580,986,1594,10401,6073,4328,167,78,89,384,250,134,1745,1020,725,3466,2036,1430,2214,1268,946,1752,1054,698,1,0,1,35,23,12,635,343,292,2,1,1
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Urban,25-29,12010,6359,5651,3438,1184,2254,8572,5175,3397,210,103,107,343,199,144,1604,860,744,2821,1741,1080,2061,1328,733,842,540,302,2,2,0,20,13,7,668,388,280,1,1,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Urban,30-34,10467,5734,4733,3694,1299,2395,6773,4435,2338,198,85,113,335,194,141,1356,719,637,2091,1405,686,1699,1235,464,512,384,128,0,0,0,21,21,0,560,392,168,1,0,1
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Urban,35-39,10310,5536,4774,4334,1512,2822,5976,4024,1952,228,120,108,307,193,114,1454,816,638,1756,1278,478,1376,987,389,342,242,100,2,1,1,23,21,2,488,366,122,0,0,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Urban,40-44,7084,4140,2944,3156,1200,1956,3928,2940,988,140,80,60,215,155,60,891,599,292,1139,905,234,997,763,234,184,143,41,4,4,0,13,12,1,345,279,66,0,0,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Urban,45-49,5939,3246,2693,2966,998,1968,2973,2248,725,139,74,65,142,86,56,678,461,217,830,626,204,743,612,131,152,129,23,1,1,0,9,9,0,277,248,29,2,2,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Urban,50-54,4267,2437,1830,2415,926,1489,1852,1511,341,101,59,42,119,91,28,412,303,109,488,406,82,487,425,62,84,81,3,1,0,1,2,2,0,157,143,14,1,1,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Urban,55-59,3055,1581,1474,1968,721,1247,1087,860,227,104,48,56,79,56,23,252,191,61,245,200,45,261,226,35,38,37,1,0,0,0,4,4,0,104,98,6,0,0,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Urban,60-64,2763,1409,1354,2087,849,1238,676,560,116,107,56,51,62,49,13,193,167,26,149,134,15,104,94,10,17,17,0,1,1,0,2,2,0,40,39,1,1,1,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Urban,65-69,2070,1031,1039,1657,711,946,413,320,93,70,33,37,64,47,17,137,112,25,81,71,10,44,41,3,10,10,0,0,0,0,0,0,0,7,6,1,0,0,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Urban,70-74,1705,915,790,1361,651,710,344,264,80,69,34,35,44,34,10,100,87,13,64,55,9,48,38,10,7,6,1,0,0,0,0,0,0,12,10,2,0,0,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Urban,75-79,783,422,361,593,282,311,190,140,50,22,11,11,19,13,6,65,52,13,43,32,11,27,21,6,7,5,2,0,0,0,0,0,0,7,6,1,0,0,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Urban,80+,1052,543,509,878,415,463,174,128,46,42,19,23,26,19,7,56,45,11,28,26,2,15,13,2,5,5,0,0,0,0,0,0,0,2,1,1,0,0,0
C2508SC,01,00,0000,State - JAMMU & KASHMIR  01,Urban,Age not stated,520,298,222,328,168,160,192,130,62,75,48,27,25,12,13,21,16,5,32,21,11,28,24,4,6,5,1,0,0,0,0,0,0,5,4,1,0,0,0
C2508SC,02,00,0000,State - HIMACHAL PRADESH  02,Total,All ages,1502170,763333,738837,597375,241591,355784,904795,521742,383053,15879,8231,7648,238885,130168,108717,293385,158154,135231,150394,89720,60674,138037,89951,48086,43720,27538,16182,782,461,321,4762,3705,1057,18878,13772,5106,73,42,31
C2508SC,02,00,0000,State - HIMACHAL PRADESH  02,Total,0-6,215377,111230,104147,215377,111230,104147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,02,00,0000,State - HIMACHAL PRADESH  02,Total,7,30854,15785,15069,6113,2884,3229,24741,12901,11840,140,82,58,24599,12819,11780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
C2508SC,02,00,0000,State - HIMACHAL PRADESH  02,Total,8,37211,19050,18161,3561,1531,2030,33650,17519,16131,103,56,47,33542,17461,16081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3
C2508SC,02,00,0000,State - HIMACHAL PRADESH  02,Total,9,34744,17750,16994,1752,722,1030,32992,17028,15964,44,19,25,32088,16571,15517,858,437,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
C2508SC,02,00,0000,State - HIMACHAL PRADESH  02,Total,10,40725,20725,20000,1787,708,1079,38938,20017,18921,59,32,27,32642,16772,15870,6234,3212,3022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2
C2508SC,02,00,0000,State - HIMACHAL PRADESH  02,Total,11,33393,17014,16379,1001,357,644,32392,16657,15735,52,29,23,18060,9132,8928,14279,7496,6783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
C2508SC,02,00,0000,State - HIMACHAL PRADESH  02,Total,12,40554,20760,19794,1517,537,980,39037,20223,18814,62,30,32,12989,6613,6376,25231,13171,12060,753,407,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
C2508SC,02,00,0000,State - HIMACHAL PRADESH  02,Total,13,34914,17398,17516,1153,332,821,33761,17066,16695,53,21,32,5613,2704,2909,24328,12478,11850,3764,1860,1904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
C2508SC,02,00,0000,State - HIMACHAL PRADESH  02,Total,14,35749,18275,17474,1651,523,1128,34098,17752,16346,93,47,46,3463,1705,1758,19905,10534,9371,10636,5465,5171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
C2508SC,02,00,0000,State - HIMACHAL PRADESH  02,Total,15,33309,16954,16355,1891,615,1276,31418,16339,15079,106,46,60,2094,1055,1039,12961,6848,6113,13904,7203,6701,2351,1187,1164,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
C2508SC,02,00,0000,State - HIMACHAL PRADESH  02,Total,16,32217,16463,15754,1979,657,1322,30238,15806,14432,132,63,69,1820,893,927,9045,4742,4303,12729,6790,5939,6512,3318,3194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,02,00,0000,State - HIMACHAL PRADESH  02,Total,17,28024,14767,13257,1642,522,1120,26382,14245,12137,130,59,71,1359,751,608,6220,3334,2886,8838,4874,3964,9834,5227,4607,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
C2508SC,02,00,0000,State - HIMACHAL PRADESH  02,Total,18,36716,19758,16958,3470,1201,2269,33246,18557,14689,247,115,132,2036,1121,915,7550,4100,3450,8441,4931,3510,10693,6054,4639,4198,2196,2002,9,2,7,66,35,31,0,0,0,6,3,3
C2508SC,02,00,0000,State - HIMACHAL PRADESH  02,Total,19,24563,12688,11875,2305,621,1684,22258,12067,10191,208,81,127,1346,704,642,4789,2471,2318,4685,2575,2110,6751,3793,2958,4373,2376,1997,17,6,11,87,59,28,0,0,0,2,2,0
C2508SC,02,00,0000,State - HIMACHAL PRADESH  02,Total,20-24,140632,71076,69556,19358,5219,14139,121274,65857,55417,1470,655,815,8160,4311,3849,29325,14543,14782,22435,11757,10678,32555,18229,14326,21266,12742,8524,127,50,77,846,605,241,5077,2958,2119,13,7,6
C2508SC,02,00,0000,State - HIMACHAL PRADESH  02,Total,25-29,125133,62291,62842,26352,6806,19546,98781,55485,43296,1742,838,904,9090,4705,4385,30943,15045,15898,19656,10644,9012,22942,14408,8534,7991,5445,2546,164,81,83,864,662,202,5379,3653,1726,10,4,6
C2508SC,02,00,0000,State - HIMACHAL PRADESH  02,Total,30-34,102855,51432,51423,31063,8211,22852,71792,43221,28571,1719,792,927,8940,4964,3976,25856,12983,12873,13663,8592,5071,15265,10968,4297,2621,2032,589,135,78,57,797,610,187,2790,2198,592,6,4,2
C2508SC,02,00,0000,State - HIMACHAL PRADESH  02,Total,35-39,99296,48391,50905,38528,10842,27686,60768,37549,23219,1878,882,996,10334,5969,4365,24629,12603,12026,9639,6731,2908,10595,8385,2210,1165,934,231,103,70,33,568,453,115,1852,1517,335,5,5,0
C2508SC,02,00,0000,State - HIMACHAL PRADESH  02,Total,40-44,77401,39099,38302,33257,9572,23685,44144,29527,14617,1469,741,728,7955,4873,3082,17785,10028,7757,7136,5550,1586,7222,6169,1053,739,626,113,65,45,20,526,413,113,1246,1081,165,1,1,0
C2508SC,02,00,0000,State - HIMACHAL PRADESH  02,Total,45-49,72323,36310,36013,35729,10266,25463,36594,26044,10550,1451,750,701,7052,4469,2583,14530,9044,5486,5839,4897,942,5568,4962,606,637,561,76,80,64,16,392,338,54,1039,955,84,6,4,2
C2508SC,02,00,0000,State - HIMACHAL PRADESH  02,Total,50-54,55355,28988,26367,33306,11457,21849,22049,17531,4518,1118,617,501,4751,3471,1280,7909,5886,2023,3561,3172,389,3332,3130,202,338,315,23,40,32,8,267,219,48,733,689,44,0,0,0
